Origem da Cobertura,CNPJ,Razão Social,Categoria,Porte,CNAE,COBERTURA,CNPJ_NORMALIZADO
Migração,19284040000130,Klin Engenharia E Gestao Ambiental Ltda,Indústria,3.Pequena,Descontaminação e outros serviços de gestão de resíduos,SESI,19284040000130
Migração,19306147000132,Clinica Medica Otosinus Ltda,Não Indústria,4.Micro,Atividade médica ambulatorial com recursos para realização de exames complementares,SESI,19306147000132
Migração,19315059000105,Irrigaplant Comercio De Materiais Hidraulicos Ltda,Não Indústria,4.Micro,Comércio varejista de materiais hidráulicos,SESI,19315059000105
Proposta,19427410000141,Sora Alimentos Ltda,Indústria,4.Micro,Moagem e fabricação de produtos de origem vegetal não especificados anteriormente,SESI,19427410000141
Migração,19485388000196,Ultra Servicos De Transportes Ltda,Não Indústria,3.Pequena,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",SESI,19485388000196
Migração,19598162000100,Aloizio Protazio De Oliveira Fertilizantes Ltda,Não Indústria,4.Micro,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",SESI,19598162000100
Migração,19653622000147,Distribuidora Popular De Alimentos Ltda,Não Indústria,3.Pequena,Comércio atacadista de produtos alimentícios em geral,SESI,19653622000147
Migração,19667297000171,Alagoana Ind. E Com. De Carrocerias Ltda,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,SESI,19667297000171
Proposta,19682315000194,Carlos Da Silva Catuipe Junior 75884151004,Não Indústria,4.Micro,Treinamento em desenvolvimento profissional e gerencial,SESI,19682315000194
Migração,19730559000103,Freitas Comercio De Artigos Esportivos Ltda,Não Indústria,4.Micro,Comércio varejista de artigos esportivos,SESI,19730559000103
Migração,20210296000182,Condominio Residencial Alto Das Alamedas,Não Indústria,4.Micro,Condomínios prediais,SESI,20210296000182
Migração,20253491000190,J. I. Lima,Não Indústria,4.Micro,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,SESI,20253491000190
Migração,20268976000157,L. Carlos Barboza E Cia Ltda,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas,SESI,20268976000157
Proposta,20293552000142,Ellca 2 Servicos & Locacoes Ltda,Indústria,2.Média,Instalação e manutenção elétrica,SESI,20293552000142
Migração,20589243000114,Evolution Comercio Administradora E Servicos Ltda,Não Indústria,3.Pequena,Gestão e administração da propriedade imobiliária,SESI,20589243000114
Migração,20644507000195,Pousada Martur Ltda,Não Indústria,4.Micro,Outros alojamentos não especificados anteriormente,SESI,20644507000195
Migração,20645520000169,Fm2c Servicos De Manutencao Ltda,Indústria,3.Pequena,Instalação e manutenção elétrica,SESI,20645520000169
Migração,20664328000110,Central Comercio De Pallet Ltda,Não Indústria,4.Micro,Comércio varejista de madeira e artefatos,SESI,20664328000110
Migração,20725521000113,Boulevard 1089 Apoio Administrativo Ltda,Não Indústria,4.Micro,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",SESI,20725521000113
Migração,20784093000108,Rosilene Pereira Silva,Não Indústria,4.Micro,Comércio varejista de madeira e artefatos,SESI,20784093000108
Proposta,20792878000114,Eletroblu Sistemas Eletricos Ltda,Indústria,2.Média,Instalação e manutenção elétrica,SESI,20792878000114
Migração,21050108000169,S & S Restaurante E Pizzaria Ltda,Não Indústria,4.Micro,Restaurantes e similares,SESI,21050108000169
Migração,21135340000108,H Fernando De Medeiros Pinto,Não Indústria,4.Micro,Hotéis,SESI,21135340000108
Migração,21142841000103,Reauto Servicos E Comercio De Pecas Para Veiculos Ltda,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,SESI,21142841000103
Migração,21169943000112,Neri Coelho Estetica E Beleza Ltda,Não Indústria,4.Micro,Outras atividades de tratamento de beleza,SESI,21169943000112
Migração,21583852000129,Parmegianno Iate Club Ltda,Não Indústria,3.Pequena,Restaurantes e similares,SESI,21583852000129
Migração,21935123000194,Annalyce Soares De Melo,Não Indústria,4.Micro,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",SESI,21935123000194
Migração,22053818000105,Condominio Residencial Mediterraneo Oestes,Não Indústria,4.Micro,Condomínios prediais,SESI,22053818000105
Migração,22442829000187,Jeizeanne De Gusmao Gomes Ltda,Não Indústria,4.Micro,Comércio varejista de hortifrutigranjeiros,SESI,22442829000187
Migração,22476571000130,Evolution Locadora Comercio E Servicos Ltda,Não Indústria,3.Pequena,Gestão e administração da propriedade imobiliária,SESI,22476571000130
Migração,22648664000102,Vila Materna Ltda,Não Indústria,4.Micro,Outras atividades de serviços pessoais não especificadas anteriormente,SESI,22648664000102
Migração,22821129000101,Zampieri Alugueis Ltda,Não Indústria,4.Micro,Gestão e administração da propriedade imobiliária,SESI,22821129000101
Migração,22844896000128,S. Paula Guimaraes Amaral,Não Indústria,4.Micro,Atividades de cobrança e informações cadastrais,SESI,22844896000128
Migração,22975605000130,R S L Policarpo Contrucoes,Não Indústria,4.Micro,Comércio varejista de materiais de construção em geral,SESI,22975605000130
Migração,23093434000260,Riomar Trading Ltda,Não Indústria,4.Micro,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",SESI,23093434000260
Migração,23233451000174,A P Cezar & Cia Ltda,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,SESI,23233451000174
Migração,23275905000170,Bem Estar Nutricao Clinica E Estetica S/s Ltda,Não Indústria,4.Micro,Atividades de profissionais da nutrição,SESI,23275905000170
Migração,23499339000180,Beeva Industria Comercio E Exportacao De Mel E Derivados S/a,Indústria,3.Pequena,Fabricação de outros produtos alimentícios não especificados anteriormente,SESI,23499339000180
Proposta,23524040000138,Braspowertech Solucoes Tecnologicas Ltda,Indústria,4.Micro,"Fabricação de aparelhos e equipamentos de medida, teste e controle",SESI,23524040000138
Migração,23619452000151,Maucon Empreendimentos Ltda,Não Indústria,3.Pequena,Hotéis,SESI,23619452000151
Proposta,23720921000124,Stx Energia Ltda,Indústria,3.Pequena,Serviços de engenharia,SESI,23720921000124
Migração,23803052000100,Fortfit Academia Ltda,Não Indústria,4.Micro,Atividades de condicionamento físico,SESI,23803052000100
Migração,23803052000282,Fortfit Academia Ltda,Não Indústria,4.Micro,Atividades de condicionamento físico,SESI,23803052000282
Migração,23856827000105,"Pontes, Marinho E Vasconcellos Advogados",Não Indústria,4.Micro,Serviços advocatícios,SESI,23856827000105
Migração,23878186000181,Centro De Educacao Infantil Bilingue Ltda,Não Indústria,3.Pequena,Ensino de idiomas,SESI,23878186000181
Migração,23883380000155,Atmmpaes Comercio De Produtos De Nutricao Esportiva E Funcional Ltda,Não Indústria,4.Micro,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,SESI,23883380000155
Migração,23953373000182,Bahia Industria De Subprodutos Animais Ltda,Indústria,3.Pequena,Preparação de subprodutos do abate,SESI,23953373000182
Migração,24111914000198,Pedro Locacoes Ltda,Não Indústria,4.Micro,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",SESI,24111914000198
Migração,24194249000143,P C Assessoria Empresarial Ltda,Não Indústria,3.Pequena,Seleção e agenciamento de mão-de-obra,SESI,24194249000143
Migração,24208048000158,Ferbras Ferragens Brasil Ltda,Não Indústria,4.Micro,Comércio varejista de ferragens e ferramentas,SESI,24208048000158
Migração,24244972000190,Condominio Do Edificio Curima,Não Indústria,4.Micro,Condomínios prediais,SESI,24244972000190
Migração,24250813000106,Jose Bepe Guedes De Luna,Não Indústria,4.Micro,Outros alojamentos não especificados anteriormente,SESI,24250813000106
Migração,24312944000162,Cooperativa Mista Radio Tele Taxi De Maceio Ltda,Não Indústria,4.Micro,Outras atividades associativas profissionais,SESI,24312944000162
Migração,24313827000113,Comlub Comercial De Lubrificantes S.a.,Não Indústria,3.Pequena,Comércio atacadista de lubrificantes,SESI,24313827000113
Migração,24321382000385,Luna L Nunes Avicola Ltda,Não Indústria,4.Micro,Produção de ovos,SESI,24321382000385
Migração,24326589000180,System Tours Viagens E Turismo Ltda,Não Indústria,4.Micro,Agências de viagens,SESI,24326589000180
Migração,24341378000117,Toracica Alagoas Servicos Medicos Ltda,Não Indústria,4.Micro,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",SESI,24341378000117
Migração,24463812000131,Condominio Do Edificio Costa Do Sol,Não Indústria,4.Micro,Condomínios prediais,SESI,24463812000131
Migração,24464315000158,Assoc Dos Servidores Inat Do Fisco Do Estado De Alagoas,Não Indústria,4.Micro,Atividades de associações de defesa de direitos sociais,SESI,24464315000158
Proposta,24468522000180,Hotel Costamar Ltda,Não Indústria,2.Média,Hotéis,SESI,24468522000180
Migração,24483633000166,Santos E Melo Ltda,Não Indústria,4.Micro,Cabeleireiros,SESI,24483633000166
Migração,24575297000181,J. V. F. Gomes Equipadora,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,SESI,24575297000181
Migração,24830240000181,Elizabete Pinheiro Queiroz,Não Indústria,4.Micro,Hotéis,SESI,24830240000181
Migração,24987939000150,3m Administracao Ltda,Não Indústria,4.Micro,"Albergues, exceto assistenciais",SESI,24987939000150
Migração,25060853000140,Ello Condominios Ltda,Não Indústria,3.Pequena,Gestão e administração da propriedade imobiliária,SESI,25060853000140
Migração,25079321000154,Sacramento E Almeida Ltda,Não Indústria,3.Pequena,Restaurantes e similares,SESI,25079321000154
Migração,25164354000100,Condominio Riacho Doce Residence Flat,Não Indústria,3.Pequena,Condomínios prediais,SESI,25164354000100
Migração,25288252000199,Rodrigues E Souza Alimentos Ltda,Não Indústria,4.Micro,Restaurantes e similares,SESI,25288252000199
Migração,25422019000157,Bello Gusto Comercio De Alimentos Ltda,Não Indústria,4.Micro,Restaurantes e similares,SESI,25422019000157
Migração,25422785000111,Juciara Souza Lima Galvao,Não Indústria,4.Micro,Educação infantil - pré-escola,SESI,25422785000111
Migração,26070970000157,Ycb Sampaio Servicos Ltda,Não Indústria,4.Micro,Carga e descarga,SESI,26070970000157
Migração,26212676000132,Vilela Araujo & Cia Ltda,Não Indústria,4.Micro,Comércio varejista de artigos do vestuário e acessórios,SESI,26212676000132
Migração,26216761000179,Walmir Valenca Sociedade Individual De Advocacia,Não Indústria,4.Micro,Serviços advocatícios,SESI,26216761000179
Proposta,26389015000187,Data Engenharia Ltda,Indústria,4.Micro,"Manutenção e reparação de geradores, transformadores e motores elétricos",SESI,26389015000187
Migração,26430205000109,Gm Prestadora De Servicos Administrativos A Empresas Ltda,Não Indústria,3.Pequena,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,SESI,26430205000109
Migração,26491141000148,Autopecas Angelo Falcao Ltda,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,SESI,26491141000148
Proposta,26536432000105,Maragogi Brisa Hotel Ltda,Não Indústria,2.Média,Hotéis,SESI,26536432000105
Migração,26616606000140,Gd Finance Ltda,Não Indústria,4.Micro,Corretagem na compra e venda e avaliação de imóveis,SESI,26616606000140
Migração,26736810000102,Geoagro Perfuracoes E Sondagens S.a,Indústria,4.Micro,Perfurações e sondagens,SESI,26736810000102
Migração,26775107000103,Agencia Erk Ltda,Não Indústria,4.Micro,Agências de publicidade,SESI,26775107000103
Migração,26791836000145,Pacheco Variedades Ltda,Não Indústria,4.Micro,Comercio varejista de artigos de armarinho,SESI,26791836000145
Migração,26991157000110,"Bastos Teixeira & Cia Comercio De Importacao, Exportacao E Representacoes Ltda",Não Indústria,4.Micro,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",SESI,26991157000110
Migração,27023800000184,Interlink Correntes Agroindustrial E Transportadora Ltda,Não Indústria,3.Pequena,Comércio varejista de ferragens e ferramentas,SESI,27023800000184
Migração,27056622000198,Guardare Corretora De Seguros Ltda,Não Indústria,4.Micro,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",SESI,27056622000198
Migração,27181509000134,Joao Lippo Advogados Associados,Não Indústria,4.Micro,Serviços advocatícios,SESI,27181509000134
Migração,27358066000104,Alirio Alisson Benjamim Alves Ricarte Ceramica Ltda,Indústria,3.Pequena,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",SESI,27358066000104
Migração,27446620000105,Byze Comercio E Servicos Ltda,Não Indústria,4.Micro,Comércio a varejo de motocicletas e motonetas novas,SESI,27446620000105
Migração,27511226000103,J.f. Dos Santos Esportes Ltda,Não Indústria,4.Micro,Comércio varejista de calçados,SESI,27511226000103
Proposta,27747010000141,Instituto Pra Vida,Não Indústria,4.Micro,Atividades de associações de defesa de direitos sociais,SESI,27747010000141
Proposta,27806530000188,27.806.530 Maria Cleane Barbosa Pereira,Não Indústria,4.Micro,Ensino de arte e cultura não especificado anteriormente,SESI,27806530000188
Migração,27854319000130,Casa Da Limpeza Ltda,Não Indústria,4.Micro,Comércio varejista de produtos saneantes domissanitários,SESI,27854319000130
Migração,28004806000177,Cardan Arapiraca Comercio De Pecas E Servicos Ltda,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,SESI,28004806000177
Proposta,28442909000119,28.442.909 Israel Henrique Da Silva,Não Indústria,4.Micro,Produção teatral,SESI,28442909000119
Migração,28515756000192,Eletronica Barao De Atalaia Ltda,Não Indústria,4.Micro,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",SESI,28515756000192
Migração,28663399000100,Hotel Kazullo Ltda,Não Indústria,4.Micro,Outros alojamentos não especificados anteriormente,SESI,28663399000100
Migração,28726763000133,Madeiras Do Brasil Barro Duro Ltda.,Não Indústria,4.Micro,Comércio varejista de madeira e artefatos,SESI,28726763000133
Migração,28791676000160,Maxlab Reagentes E Equipamentos Ltda,Não Indústria,4.Micro,Comércio varejista de artigos médicos e ortopédicos,SESI,28791676000160
Migração,28923975000100,Karoliny B Cardoso,Não Indústria,4.Micro,Comércio varejista de materiais de construção em geral,SESI,28923975000100
Migração,28964988000128,Diogo M G Pereira Ltda,Não Indústria,3.Pequena,Restaurantes e similares,SESI,28964988000128
Migração,28978618000140,Irmaos Costas Ltda,Não Indústria,4.Micro,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,SESI,28978618000140
Migração,28978618000301,Irmaos Costas Ltda,Não Indústria,3.Pequena,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,SESI,28978618000301
Migração,28978618000492,Irmaos Costas Ltda,Não Indústria,4.Micro,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,SESI,28978618000492
Migração,29112325000148,Weston & Cia Cervejaria Artesanal Ltda,Indústria,4.Micro,Fabricação de cervejas e chopes,SESI,29112325000148
Migração,29161215000176,Tph Empreendimentos Hoteleiros Ltda,Não Indústria,3.Pequena,Hotéis,SESI,29161215000176
Migração,29180818000115,Jm Oliveira & Lopes Educacao Ltda,Não Indústria,3.Pequena,Ensino fundamental,SESI,29180818000115
Migração,29259315000130,Associacao Dos Proprietarios E/ou Moradores Do Condominio Residencial San Lorenzo,Não Indústria,4.Micro,Atividades associativas não especificadas anteriormente,SESI,29259315000130
Migração,29325963000147,E C L Almeida,Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,SESI,29325963000147
Migração,29500928000117,Aereo Gerenciamento De Projetos Ltda,Não Indústria,4.Micro,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",SESI,29500928000117
Migração,29514979000106,Artecia Eduardo Damasceno Ferreira Ltda,Não Indústria,4.Micro,Comércio varejista de vidros,SESI,29514979000106
Proposta,29564421000127,L M Silva Falcao Ltda,Não Indústria,4.Micro,Comércio varejista de calçados,SESI,29564421000127
Migração,29722597000160,Solaric Energia Fotovoltaica Industria E Servico Ltda,Não Indústria,3.Pequena,Comércio atacadista de material elétrico,SESI,29722597000160
Migração,30102828000111,Erivaldo Auto Pecas E Servicos Ltda,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,SESI,30102828000111
Migração,30158134000104,V. N. Barbosa Lima,Não Indústria,4.Micro,Comércio varejista de móveis,SESI,30158134000104
Migração,30351144000153,Rei Dog Zoo Center Ltda,Não Indústria,4.Micro,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,SESI,30351144000153
Migração,30587116000130,Instituto Manda Ver,Não Indústria,4.Micro,Atividades de associações de defesa de direitos sociais,SESI,30587116000130
Migração,30649147000178,Dr. Anderson Lima De Araujo Ltda,Não Indústria,4.Micro,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,SESI,30649147000178
Migração,30700933000152,Rei Dog Pet Company Ltda,Não Indústria,4.Micro,Atividades veterinárias,SESI,30700933000152
Proposta,30855210000122,30.855.210 Selma Maria Arruda Pimentel Manolio,Não Indústria,4.Micro,Ensino de arte e cultura não especificado anteriormente,SESI,30855210000122
Migração,30862278000139,Osman Batalha Xavier,Não Indústria,4.Micro,Criação de bovinos para leite,SESI,30862278000139
Migração,30871646000105,Ortouro Servicos Medicos Ltda,Não Indústria,4.Micro,Atividade médica ambulatorial restrita a consultas,SESI,30871646000105
Migração,30903679000190,Renovar Solucoes Empresariais Ltda,Não Indústria,4.Micro,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",SESI,30903679000190
Migração,30925826000122,Id Solucoes Digitais Ltda,Não Indústria,4.Micro,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",SESI,30925826000122
Migração,30984346000132,Distribuidora Klean Ltda,Não Indústria,3.Pequena,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",SESI,30984346000132
Migração,31005916000168,Alcantara & Oliveira Servicos Especializados Em Preparacao De Documentos Ltda.,Não Indústria,3.Pequena,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,SESI,31005916000168
Migração,31132744000193,Guimaraes & Lima Ltda,Não Indústria,4.Micro,Atividades de cobrança e informações cadastrais,SESI,31132744000193
Migração,31470634000131,Couto E Lima Ltda,Não Indústria,4.Micro,Atividade médica ambulatorial restrita a consultas,SESI,31470634000131
Migração,31518231000115,"Instituto De Geriatria, Reabilitacao E Saude Ltda",Não Indústria,4.Micro,Atividade médica ambulatorial restrita a consultas,SESI,31518231000115
Migração,31820106000165,Reobote Sistemas Ltda,Indústria,4.Micro,Instalações de sistema de prevenção contra incêndio,SESI,31820106000165
Migração,31897907000129,Karla Viviane O. De P. Candido,Não Indústria,4.Micro,Atividades de psicologia e psicanálise,SESI,31897907000129
Migração,32041636000178,Associacao Jardins Perucaba,Não Indústria,4.Micro,Atividades associativas não especificadas anteriormente,SESI,32041636000178
Migração,32319224000157,Am Representacoes Ltda,Não Indústria,4.Micro,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",SESI,32319224000157
Migração,32355846000130,Chivito's Br Alimentos Ltda,Não Indústria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",SESI,32355846000130
Migração,32706891000192,Cheiro Da Terra Restaurante Ltda,Não Indústria,3.Pequena,Restaurantes e similares,SESI,32706891000192
Migração,32785284000165,Ep Santos Ltda,Não Indústria,4.Micro,Atividade médica ambulatorial restrita a consultas,SESI,32785284000165
Migração,32808669001172,Bomfim Cargas E Encomendas Ltda,Não Indústria,3.Pequena,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",SESI,32808669001172
Migração,32898143000159,Carvalho E Lobo Lavanderia Ltda,Não Indústria,4.Micro,Lavanderias,SESI,32898143000159
Proposta,33033440003039,Ncr Atleos Brasil Ltda,Não Indústria,2.Média,Reparação e manutenção de computadores e de equipamentos periféricos,SESI,33033440003039
Migração,33614220000164,Jeremias L Barbosa Granja,Não Indústria,4.Micro,"Criação de aves, exceto galináceos",SESI,33614220000164
Proposta,33641358000152,Servico Social Da Industria Sesi,Não Indústria,4.Micro,Outras atividades de ensino não especificadas anteriormente,SESI,33641358000152
Migração,33978848000149,E & R Administradora Hoteleira E Condominial Ltda,Não Indústria,3.Pequena,Gestão e administração da propriedade imobiliária,SESI,33978848000149
Migração,34074252000268,Instituto Das Missionarias De N. S. De Fatima Do Brasil,Não Indústria,4.Micro,Atividades de organizações religiosas,SESI,34074252000268
Proposta,34186669000301,Origem Energia Alagoas S.a.,Indústria,1.Grande,Extração de petróleo e gás natural,SESI,34186669000301
Proposta,34186669000565,Origem Energia Alagoas S.a.,Indústria,2.Média,Extração de petróleo e gás natural,SESI,34186669000565
Proposta,34566702000159,Escola De Educacao Basica Santa Helena Ltda,Não Indústria,4.Micro,Ensino fundamental,SESI,34566702000159
Migração,34607256000183,Dlicias Da Terra Ltda,Não Indústria,3.Pequena,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,SESI,34607256000183
Migração,34758007000199,Blue Park Gestao De Estacionamento Ltda,Não Indústria,4.Micro,Estacionamento de veículos,SESI,34758007000199
Migração,34831679000182,Camelo & Camelo Administracao De Imoveis Ltda,Não Indústria,4.Micro,Gestão e administração da propriedade imobiliária,SESI,34831679000182
Migração,34895118000147,M B S Costa Damasceno Ltda,Indústria,4.Micro,Fabricação de esquadrias de metal,SESI,34895118000147
Migração,35050445000160,J I De Almeida Comercio Varejista De Moveis Ltda,Não Indústria,4.Micro,Comércio varejista de móveis,SESI,35050445000160
Migração,35097794000138,Verttice Gerenciamento De Riscos Ltda,Não Indústria,4.Micro,Atividades de monitoramento de sistemas de segurança eletrônico,SESI,35097794000138
Migração,35167946000121,Ac Prestadora De Servicos Administrativos A Empresas Ltda,Não Indústria,4.Micro,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,SESI,35167946000121
Migração,35250695000144,Unidade De Gastroenterologia E Endoscopia De Alagoas,Não Indústria,4.Micro,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos,SESI,35250695000144
Migração,35256106000135,Proanalises Laboratorio De Analises Clinicas Ltda,Não Indústria,3.Pequena,Laboratórios clínicos,SESI,35256106000135
Migração,35292769000105,Fpb Empreendimentos Ltda,Não Indústria,3.Pequena,Gestão e manutenção de cemitérios,SESI,35292769000105
Migração,35371749000120,Encanto Do Tear Ltda,Não Indústria,4.Micro,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",SESI,35371749000120
Migração,35375005000183,Comercial Leticia Ltda,Não Indústria,4.Micro,Comércio varejista de materiais de construção não especificados anteriormente,SESI,35375005000183
Migração,35396968000163,Kaline Do Bomfim Lima 02921221446,Não Indústria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",SESI,35396968000163
Proposta,35536265000193,V De Lira Leandro Educacao,Não Indústria,4.Micro,Educação infantil - pré-escola,SESI,35536265000193
Migração,35547843000197,L Das N Fernandes,Não Indústria,4.Micro,Comércio varejista de móveis,SESI,35547843000197
Migração,35553783000115,Jc Ind. Com. Exp. Imp. E Montagem De Sist. De Energia Solar Ltda,Não Indústria,4.Micro,Comércio varejista de materiais hidráulicos,SESI,35553783000115
Migração,35561844000196,Condominio Do Edf Nautilus,Não Indústria,4.Micro,Condomínios prediais,SESI,35561844000196
Migração,35578782000125,Cardiomed Arapiraca Ltda,Não Indústria,4.Micro,Atividade médica ambulatorial com recursos para realização de exames complementares,SESI,35578782000125
Migração,35635333000171,Edial Empresa Divulgadora Arapiraca Ltda,Não Indústria,4.Micro,Atividades de rádio,SESI,35635333000171
Migração,35647523000109,Nordex Transportes E Servicos De Logisticas Ltda,Não Indústria,4.Micro,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",SESI,35647523000109
Migração,35728310000101,M C Oleos E Lubrificantes Ltda,Não Indústria,3.Pequena,Comércio varejista de lubrificantes,SESI,35728310000101
Migração,35734334000173,Condominio Conjunto Residencial Tabuleiro Do Martins I,Não Indústria,4.Micro,Condomínios prediais,SESI,35734334000173
Migração,35739739000102,Instituto De Cultura Anglo Americana De Arapiraca Ltda,Não Indústria,4.Micro,Ensino de idiomas,SESI,35739739000102
Proposta,35741024000267,Diagnose Centro De Diagnostico Por Imagem Ltda,Não Indústria,2.Média,Serviços de ressonância magnética,SESI,35741024000267
Migração,35763849000100,Grano Gestao Empresarial Ltda.,Não Indústria,3.Pequena,Serviços combinados de escritório e apoio administrativo,SESI,35763849000100
Migração,35852051000126,Unimar Supermecado Ltda,Não Indústria,4.Micro,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",SESI,35852051000126
Migração,35956639000120,System Express Ltda,Não Indústria,3.Pequena,Ensino de idiomas,SESI,35956639000120
Migração,36075731000143,W.w.l. Hidraulica Equipamentos Ltda,Não Indústria,4.Micro,Comércio varejista de materiais hidráulicos,SESI,36075731000143
Proposta,36078354000104,Frigoprime Cortes Especiais Ltda,Não Indústria,4.Micro,Comércio varejista de carnes - açougues,SESI,36078354000104
Migração,36308155000137,Hospital Memorial Agape S/a,Não Indústria,2.Média,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,SESI,36308155000137
Migração,36329165000159,G Moveis Ltda,Indústria,4.Micro,Fabricação de móveis com predominância de metal,SESI,36329165000159
Migração,36343070000190,Rico Consultores Imobiliarios Ltda,Não Indústria,4.Micro,Corretagem na compra e venda e avaliação de imóveis,SESI,36343070000190
Proposta,36376728000160,Atitude Promo E Eventos Ltda,Não Indústria,4.Micro,"Serviços de organização de feiras, congressos, exposições e festas",SESI,36376728000160
Migração,36629951000171,B C De Oliveira Lima  Ltda,Não Indústria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",SESI,36629951000171
Proposta,36999552000100,"Mg Construcao, Manutencao E Servicos Ltda",Indústria,4.Micro,Instalação e manutenção elétrica,SESI,36999552000100
Migração,37225540000183,Tavares E Pedrosa Assistencia De Enfermagem Ltda,Não Indústria,4.Micro,Atividades de enfermagem,SESI,37225540000183
Proposta,37432689000133,Abaco Tecnologia De Informacao Ltda,Não Indústria,2.Média,Desenvolvimento e licenciamento de programas de computador customizáveis,SESI,37432689000133
Proposta,37602529000195,Silvia Regia Pereira De Carvalho,Não Indústria,4.Micro,Comércio varejista de jornais e revistas,SESI,37602529000195
Migração,37801431000167,Computare Assessoria Contabil E Empresarial Al Ltda,Não Indústria,4.Micro,Atividades de contabilidade,SESI,37801431000167
Migração,37999873000160,Cemiterio Reserva Da Paz Ltda,Não Indústria,4.Micro,Serviços de sepultamento,SESI,37999873000160
Migração,38058413000108,Ello Solucoes Condominiais Ltda,Não Indústria,3.Pequena,Gestão e administração da propriedade imobiliária,SESI,38058413000108
Migração,38497296000170,J L Da Silva Industria E Comercio,Indústria,4.Micro,"Fabricação de especiarias, molhos, temperos e condimentos",SESI,38497296000170
Migração,39282073000159,Reciclal Servicos E Solucoes Em Mao De Obra Ltda,Não Indústria,4.Micro,Seleção e agenciamento de mão-de-obra,SESI,39282073000159
Migração,39584335000130,Prime Vistorias Automotivas Ltda,Não Indústria,4.Micro,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,SESI,39584335000130
Proposta,39585461000109,Yan Thiago Tavares Santos 09307495459,Não Indústria,4.Micro,"Serviços de organização de feiras, congressos, exposições e festas",SESI,39585461000109
Migração,39821377000147,Rio Branco Administradora Ltda,Não Indústria,3.Pequena,Serviços combinados de escritório e apoio administrativo,SESI,39821377000147
Proposta,40110376000173,Erivelton Valentim Silva 34885342864,Não Indústria,4.Micro,"Serviços de organização de feiras, congressos, exposições e festas",SESI,40110376000173
Migração,40141215000147,Select Servicos Odontologicos Limitada,Não Indústria,4.Micro,Atividade odontológica com recursos para realização de procedimentos cirúrgicos,SESI,40141215000147
